paperNum,ins,lat,lng,ins1,lat1,lng1,year1,journal
65,"Institute Of Behavioral Science, University Of Colorado",40.0112174,-105.2744775,"Institute Of Behavioral Science, University Of Colorado",40.0112174,-105.2744775,1966,JESP
70,Loyola University,41.9989483,-87.6582592,Loyola University,41.9989483,-87.6582592,1966,JESP
92,"Douglass College, Rutgers-The State University",40.4793402,-74.4332285,Monmouth College,40.9135265,-90.6386297,1967,JESP
92,Monmouth College,40.9135265,-90.6386297,Purdue University,40.4237054,-86.9211946,1967,JESP
73,University Of Minnesola,44.97399,-93.2277285,University Of Texas,30.2849185,-97.7340567,1967,JESP
75,Duke University,36.0014258,-78.9382286,Educational Testing Service,40.3445203,-74.7162036,1967,JESP
80,University Of Connecticut,41.8077414,-72.2539805,Yale University,41.3163244,-72.9223431,1967,JESP
87,Grinnell College,41.7490571,-92.7201302,Princeton University,40.3439888,-74.6514481,1967,JESP
71,Duke University,36.0014258,-78.9382286,Duke University,36.0014258,-78.9382286,1967,JESP
72,Rutgers-The State University,40.5008186,-74.4473991,Rutgers-The State University,40.5008186,-74.4473991,1967,JESP
74,"University Of California, Los Angeles",34.068921,-118.4451811,"University Of California, Los Angeles",34.068921,-118.4451811,1967,JESP
76,"University Of California, Santa Barbara",34.4139629,-119.848947,"University Of California, Santa Barbara",34.4139629,-119.848947,1967,JESP
77,The University Of Kansas,38.9543439,-95.2557961,The University Of Kansas,38.9543439,-95.2557961,1967,JESP
78,University Of Connecticut,41.8077414,-72.2539805,University Of Connecticut,41.8077414,-72.2539805,1967,JESP
79,Columbia University,40.8075355,-73.9625727,Columbia University,40.8075355,-73.9625727,1967,JESP
81,Yale University,41.3163244,-72.9223431,Yale University,41.3163244,-72.9223431,1967,JESP
82,Indiana University,39.1784384,-86.5133166,Indiana University,39.1784384,-86.5133166,1967,JESP
83,University Of Texas,30.2849185,-97.7340567,University Of Texas,30.2849185,-97.7340567,1967,JESP
84,State University Of New York At Buffalo,43.0008093,-78.7889697,State University Of New York At Buffalo,43.0008093,-78.7889697,1967,JESP
85,University Of Illinois,40.1019523,-88.2271615,University Of Illinois,40.1019523,-88.2271615,1967,JESP
86,University Of Pennsylvania,39.9522188,-75.1932137,University Of Pennsylvania,39.9522188,-75.1932137,1967,JESP
88,"Institute Of Communication Research, Stanford University",37.4282845,-122.1694868,"Institute Of Communication Research, Stanford University",37.4282845,-122.1694868,1967,JESP
89,"University Of Illinois,Chicago Circle",41.8719123,-87.6479535,"University Of Illinois,Chicago Circle",41.8719123,-87.6479535,1967,JESP
90,"Loyola University,Chicago",41.9989483,-87.6582592,"Loyola University,Chicago",41.9989483,-87.6582592,1967,JESP
91,University Of Texas,30.2849185,-97.7340567,University Of Texas,30.2849185,-97.7340567,1967,JESP
93,The Ohio State University,40.0141905,-83.0309143,The Ohio State University,40.0141905,-83.0309143,1967,JESP
94,University Of Hawaii,21.296939,-157.8171118,University Of Hawaii,21.296939,-157.8171118,1967,JESP
95,Yale University,41.3163244,-72.9223431,Yale University,41.3163244,-72.9223431,1967,JESP
96,"University Of Melbourne, Australia",-37.7963689,144.9611738,"University Of Melbourne, Australia",-37.7963689,144.9611738,1967,JESP
97,Wayne State University,42.3591388,-83.0665462,Wayne State University,42.3591388,-83.0665462,1967,JESP
98,"University Of California, Los Angeles",34.068921,-118.4451811,"University Of California, Los Angeles",34.068921,-118.4451811,1967,JESP
99,Stanford University,37.4274745,-122.169719,Stanford University,37.4274745,-122.169719,1967,JESP
100,Duke University,36.0014258,-78.9382286,Duke University,36.0014258,-78.9382286,1967,JESP
107,Duke University,36.0014258,-78.9382286,Educational Testing Service,40.3445203,-74.7162036,1968,JESP
118,Duke University,36.0014258,-78.9382286,Yale University,41.3163244,-72.9223431,1968,JESP
121,Texas Christian University,32.7095936,-97.3635602,University Of Kentucky,38.0306511,-84.5039697,1968,JESP
131,"Teachers College, Columbia University",40.80999,-73.9600535,Vanderbilt University,36.1447034,-86.8026551,1968,JESP
133,University Of Keele,53.0034373,-2.272053,University Of Nottingham,52.938636,-1.1951582,1968,JESP
101,"University Of California, Santa Barbara",34.4139629,-119.848947,"University Of California, Santa Barbara",34.4139629,-119.848947,1968,JESP
102,Arizona State University,33.4242399,-111.9280527,Arizona State University,33.4242399,-111.9280527,1968,JESP
103,University Of Texas,30.2849185,-97.7340567,University Of Texas,30.2849185,-97.7340567,1968,JESP
104,University Of Wisconsin,43.076592,-89.4124875,University Of Wisconsin,43.076592,-89.4124875,1968,JESP
105,Duke University,36.0014258,-78.9382286,Duke University,36.0014258,-78.9382286,1968,JESP
108,The University Of Michigan,42.2780436,-83.7382241,The University Of Michigan,42.2780436,-83.7382241,1968,JESP
109,"Teachers College, Columbia University",40.80999,-73.9600535,"Teachers College, Columbia University",40.80999,-73.9600535,1968,JESP
110,Wayne State University,42.3591388,-83.0665462,Wayne State University,42.3591388,-83.0665462,1968,JESP
111,University Of Illinois At Chicago Circle,41.8719123,-87.6479535,University Of Illinois At Chicago Circle,41.8719123,-87.6479535,1968,JESP
112,University Of Texas,30.2849185,-97.7340567,University Of Texas,30.2849185,-97.7340567,1968,JESP
113,University Of Illinois,40.1019523,-88.2271615,University Of Illinois,40.1019523,-88.2271615,1968,JESP
114,University Of Minnesota,44.97399,-93.2277285,University Of Minnesota,44.97399,-93.2277285,1968,JESP
115,Vanderbilt University,36.1447034,-86.8026551,Vanderbilt University,36.1447034,-86.8026551,1968,JESP
116,University Of Missouri,38.9403808,-92.3277375,University Of Missouri,38.9403808,-92.3277375,1968,JESP
117,"ANSInstitute Of Social Studies,Patna,India",25.6211373,85.1420082,"ANSInstitute Of Social Studies,Patna,India",25.6211373,85.1420082,1968,JESP
119,Carnegie-Mellon University,40.4428081,-79.9430128,Carnegie-Mellon University,40.4428081,-79.9430128,1968,JESP
120,Massachusetts Institute Of Technology,42.360091,-71.09416,Massachusetts Institute Of Technology,42.360091,-71.09416,1968,JESP
122,University Of Groningen,53.2192634,6.5629872,University Of Groningen,53.2192634,6.5629872,1968,JESP
123,State University Of New York At Buffalo,43.0008093,-78.7889697,State University Of New York At Buffalo,43.0008093,-78.7889697,1968,JESP
124,University Of Washington,47.6553351,-122.3035199,University Of Washington,47.6553351,-122.3035199,1968,JESP
125,University Of Washington,47.6553351,-122.3035199,University Of Washington,47.6553351,-122.3035199,1968,JESP
126,Carnegie-Mellon University,40.4428081,-79.9430128,Carnegie-Mellon University,40.4428081,-79.9430128,1968,JESP
127,"Institute For Juvenile Research, Chicago, Illinois",41.866383,-87.6705925,"Institute For Juvenile Research, Chicago, Illinois",41.866383,-87.6705925,1968,JESP
128,Northwestern University,42.0564594,-87.675267,Northwestern University,42.0564594,-87.675267,1968,JESP
129,University Of Illinois,40.1019523,-88.2271615,University Of Illinois,40.1019523,-88.2271615,1968,JESP
130,The University Of Michigan,42.2780436,-83.7382241,The University Of Michigan,42.2780436,-83.7382241,1968,JESP
132,Massachusetts Institute Of Technology,42.360091,-71.09416,Massachusetts Institute Of Technology,42.360091,-71.09416,1968,JESP
134,Duke University,36.0014258,-78.9382286,Duke University,36.0014258,-78.9382286,1968,JESP
138,State University Of New York At Buffalo,43.0008093,-78.7889697,University Of Delaware,39.6779504,-75.7506114,1969,JESP
141,New York University,40.7295134,-73.9964609,Swarthmore College,39.9040349,-75.3523171,1969,JESP
145,Indiana University,39.1784384,-86.5133166,The University Of Michigan,42.2780436,-83.7382241,1969,JESP
146,University Of Alberta,53.5232189,-113.5263186,University Of Texas,30.2849185,-97.7340567,1969,JESP
148,Duke University,36.0014258,-78.9382286,University Of Connecticut,41.8077414,-72.2539805,1969,JESP
150,"University Of California,Santa Barbara",34.4139629,-119.848947,"University Of Louvain, Leuven-Nederlands, Belgium",50.8779545,4.7002953,1969,JESP
151,Duke University,36.0014258,-78.9382286,University Of North Carolina,35.9049122,-79.0469134,1969,JESP
156,"Rutgers, The State University At New Brunswick",40.5008186,-74.4473991,"Teachers College, Columbia University",40.80999,-73.9600535,1969,JESP
135,University Of Illinois At Chicago Circle,41.8719123,-87.6479535,University Of Illinois At Chicago Circle,41.8719123,-87.6479535,1969,JESP
136,Ohio State University,40.0141905,-83.0309143,Ohio State University,40.0141905,-83.0309143,1969,JESP
137,State University Of New York At Buffalo,43.0008093,-78.7889697,State University Of New York At Buffalo,43.0008093,-78.7889697,1969,JESP
139,Columbia University,40.8075355,-73.9625727,Columbia University,40.8075355,-73.9625727,1969,JESP
140,The University Of Texas,30.2849185,-97.7340567,The University Of Texas,30.2849185,-97.7340567,1969,JESP
142,University Of Texas,30.2849185,-97.7340567,University Of Texas,30.2849185,-97.7340567,1969,JESP
143,University Of Kentucky,38.0306511,-84.5039697,University Of Kentucky,38.0306511,-84.5039697,1969,JESP
144,State University Of New York At Buffaloallan I Teger,43.0008093,-78.7889697,State University Of New York At Buffaloallan I Teger,43.0008093,-78.7889697,1969,JESP
147,North Carolina State University,35.7846633,-78.6820946,North Carolina State University,35.7846633,-78.6820946,1969,JESP
149,Columbia University,40.8075355,-73.9625727,Columbia University,40.8075355,-73.9625727,1969,JESP
152,University Of Toronto,43.7077119,-79.3949416,University Of Toronto,43.7077119,-79.3949416,1969,JESP
153,University Of Colorado,40.007581,-105.2659417,University Of Colorado,40.007581,-105.2659417,1969,JESP
154,Princeton University,40.3439888,-74.6514481,Princeton University,40.3439888,-74.6514481,1969,JESP
155,State University  Of New York At Albany,42.6480319,-73.7496757,State University  Of New York At Albany,42.6480319,-73.7496757,1969,JESP
157,University Of Wisconsin,43.076592,-89.4124875,University Of Wisconsin,43.076592,-89.4124875,1969,JESP
158,University Of North Carolina,35.9049122,-79.0469134,University Of North Carolina,35.9049122,-79.0469134,1969,JESP
159,Purdue University,40.4237054,-86.9211946,Purdue University,40.4237054,-86.9211946,1969,JESP
160,"Naval Medical Research Institute, Bethesda, Maryland",39.0056247,-77.0531111,"Naval Medical Research Institute, Bethesda, Maryland",39.0056247,-77.0531111,1969,JESP
161,University Of Texas And University Of Missouri,38.9403808,-92.3277375,University Of Texas And University Of Missouri,38.9403808,-92.3277375,1969,JESP
162,"University Of Missouri,Columbia",38.9403808,-92.3277375,"University Of Missouri,Columbia",38.9403808,-92.3277375,1969,JESP
163,"Nuffield College, Oxford",51.7526311,-1.2627841,"Nuffield College, Oxford",51.7526311,-1.2627841,1969,JESP
164,University Of Illinois,40.1019523,-88.2271615,University Of Illinois,40.1019523,-88.2271615,1969,JESP
165,Duke University,36.0014258,-78.9382286,Duke University,36.0014258,-78.9382286,1969,JESP
166,Ohio State University,40.0141905,-83.0309143,Ohio State University,40.0141905,-83.0309143,1969,JESP
167,University Of Wisconsin,43.076592,-89.4124875,University Of Wisconsin,43.076592,-89.4124875,1969,JESP
168,University Of Illinois,40.1019523,-88.2271615,University Of Illinois,40.1019523,-88.2271615,1969,JESP
169,University Of Kentucky,38.0306511,-84.5039697,University Of Kentucky,38.0306511,-84.5039697,1969,JESP
170,University Of Illinois,40.1019523,-88.2271615,University Of Illinois,40.1019523,-88.2271615,1969,JESP
171,University Of Illinois,40.1019523,-88.2271615,University Of Illinois,40.1019523,-88.2271615,1969,JESP
172,"University Of California, Los Angeles",34.068921,-118.4451811,"University Of California, Los Angeles",34.068921,-118.4451811,1969,JESP
173,University Of North Carolina,35.9049122,-79.0469134,University Of North Carolina,35.9049122,-79.0469134,1969,JESP
200,State University Of New York At Buffalo,43.0008093,-78.7889697,University of New Hampshire,43.138948,-70.9370252,1970,JESP
200,University of New Hampshire,43.138948,-70.9370252,University Of Pennsylvania,39.9522188,-75.1932137,1970,JESP
174,University Of Rochester,43.1305531,-77.6260033,University Of Texas,30.2849185,-97.7340567,1970,JESP
186,University Of Keele,53.0034373,-2.272053,University Of Nottingham,52.938636,-1.1951582,1970,JESP
191,New York University,40.7295134,-73.9964609,Stanford University,37.4274745,-122.169719,1970,JESP
197,University of Toronto,43.7077119,-79.3949416,University Of Toronto,43.7077119,-79.3949416,1970,JESP
199,"Ibm World Trade Corporation, Wellington, New Zealand",-41.2868787,174.776736,"University Of Canterbury, Chrischurch, New Zealand",-43.5235375,172.5839233,1970,JESP
201,Educational Testing Service,40.3445203,-74.7162036,University Of Mannheim,49.4837106,8.4622333,1970,JESP
208,University Of Kentucky,38.0306511,-84.5039697,"University Of Texas, Austin",30.2849185,-97.7340567,1970,JESP
175,The University Of Michigan,42.2780436,-83.7382241,The University Of Michigan,42.2780436,-83.7382241,1970,JESP
176,The University Of Michigan,42.2780436,-83.7382241,The University Of Michigan,42.2780436,-83.7382241,1970,JESP
177,Duke University,36.0014258,-78.9382286,Duke University,36.0014258,-78.9382286,1970,JESP
178,Vanderbilt University,36.1447034,-86.8026551,Vanderbilt University,36.1447034,-86.8026551,1970,JESP
179,"Institue For Human Development, Fairfield University",41.1587639,-73.2573625,"Institue For Human Development, Fairfield University",41.1587639,-73.2573625,1970,JESP
180,"The College Of William And Mary, Williamsburg, Virginia",37.271674,-76.713378,"The College Of William And Mary, Williamsburg, Virginia",37.271674,-76.713378,1970,JESP
181,"University Of Illinois,Chicago Circle",41.8719123,-87.6479535,"University Of Illinois,Chicago Circle",41.8719123,-87.6479535,1970,JESP
182,Arizona State University,33.4242399,-111.9280527,Arizona State University,33.4242399,-111.9280527,1970,JESP
183,"University Of Illinois,Chicago Circle",41.8719123,-87.6479535,"University Of Illinois,Chicago Circle",41.8719123,-87.6479535,1970,JESP
184,"Smith Richard Foundation, Greensboro, NC",36.0899422,-79.8246548,"Smith Richard Foundation, Greensboro, NC",36.0899422,-79.8246548,1970,JESP
185,University Of Western Ontario,43.0095971,-81.2737336,University Of Western Ontario,43.0095971,-81.2737336,1970,JESP
187,University Of Illinois,40.1019523,-88.2271615,University Of Illinois,40.1019523,-88.2271615,1970,JESP
188,University Of Pennsylvania,39.9522188,-75.1932137,University Of Pennsylvania,39.9522188,-75.1932137,1970,JESP
189,University Of Miami,26.2757422,-80.1536103,University Of Miami,26.2757422,-80.1536103,1970,JESP
190,Tel Aviv University,32.1133141,34.8043877,Tel Aviv University,32.1133141,34.8043877,1970,JESP
192,University Of Wisconsin,43.076592,-89.4124875,University Of Wisconsin,43.076592,-89.4124875,1970,JESP
193,Cornell University,42.4534492,-76.4735027,Cornell University,42.4534492,-76.4735027,1970,JESP
194,"University Of North Carolina,Chapel Hiil",35.9049122,-79.0469134,"University Of North Carolina,Chapel Hiil",35.9049122,-79.0469134,1970,JESP
195,Ohio State University,40.0141905,-83.0309143,Ohio State University,40.0141905,-83.0309143,1970,JESP
196,The University Of Toledo,41.6580307,-83.6140701,The University Of Toledo,41.6580307,-83.6140701,1970,JESP
198,Vanderbilt University,36.1447034,-86.8026551,Vanderbilt University,36.1447034,-86.8026551,1970,JESP
202,University Of Manitoba,49.8075008,-97.1366259,University Of Manitoba,49.8075008,-97.1366259,1970,JESP
203,"University Of California, Los Angeles",34.068921,-118.4451811,"University Of California, Los Angeles",34.068921,-118.4451811,1970,JESP
204,"University Of California, Los Angeles",34.068921,-118.4451811,"University Of California, Los Angeles",34.068921,-118.4451811,1970,JESP
205,Duke University,36.0014258,-78.9382286,Duke University,36.0014258,-78.9382286,1970,JESP
206,Duke University,36.0014258,-78.9382286,Duke University,36.0014258,-78.9382286,1970,JESP
207,"University Of Texas, Austin",30.2849185,-97.7340567,"University Of Texas, Austin",30.2849185,-97.7340567,1970,JESP
209,University Of Illinois,40.1019523,-88.2271615,University Of Illinois,40.1019523,-88.2271615,1970,JESP
210,Dartmouth College,43.7044406,-72.2886935,Dartmouth College,43.7044406,-72.2886935,1970,JESP
211,Purdue University,40.4237054,-86.9211946,Purdue University,40.4237054,-86.9211946,1970,JESP
221,Kansas State University,39.1974437,-96.5847249,Purdue University,40.4237054,-86.9211946,1971,JESP
221,Purdue University,40.4237054,-86.9211946,Stanford University,37.4274745,-122.169719,1971,JESP
226, University Of Minnesota,44.97399,-93.2277285,University Of Minnesota,44.97399,-93.2277285,1971,JESP
226,University Of Minnesota,44.97399,-93.2277285,University of Wisconsin,43.076592,-89.4124875,1971,JESP
231,New York University,40.7295134,-73.9964609,Russell Sage Foundation And New York University,40.7656174,-73.966974,1971,JESP
231,Russell Sage Foundation And New York University,40.7656174,-73.966974,State University Of New York At Stony Brook,40.9123761,-73.1233889,1971,JESP
257,"Carleton University,Ottawa",45.3875812,-75.6960202,Carnegie-Mellon University,40.4428081,-79.9430128,1971,JESP
257,Carnegie-Mellon University,40.4428081,-79.9430128,University Of North Carolina,35.9049122,-79.0469134,1971,JESP
218,State University Of New York At Buffalo,43.0008093,-78.7889697,University Of Pennsylvania,39.9522188,-75.1932137,1971,JESP
220,Michigan State University,42.701848,-84.4821719,University Of Michigan,42.2780436,-83.7382241,1971,JESP
228,University Of Houston,29.7199489,-95.3422334,University Of Kansas,38.9543439,-95.2557961,1971,JESP
233,State University Of New York At Buffalo,43.0008093,-78.7889697,University Of Texas At Austin,30.2849185,-97.7340567,1971,JESP
234,Smith Richard Foundation,41.1399714,-73.3593838,University Of Iowa,41.6626963,-91.5548998,1971,JESP
236,Florida State University,30.4418778,-84.2984889,University Of Houston,29.7199489,-95.3422334,1971,JESP
243,California State College(Hayward),37.6536231,-122.0530954,University Of Iowa,41.6626963,-91.5548998,1971,JESP
256,Duke University,36.0014258,-78.9382286,Princeton University,40.3439888,-74.6514481,1971,JESP
212,Columbia University,40.8075355,-73.9625727,Columbia University,40.8075355,-73.9625727,1971,JESP
213,"Teachers College, Columbia University",40.80999,-73.9600535,"Teachers College, Columbia University",40.80999,-73.9600535,1971,JESP
214,Ohio State University,40.0141905,-83.0309143,Ohio State University,40.0141905,-83.0309143,1971,JESP
215,University Of Wisconsin,43.076592,-89.4124875,University Of Wisconsin,43.076592,-89.4124875,1971,JESP
216,Duke University,36.0014258,-78.9382286,Duke University,36.0014258,-78.9382286,1971,JESP
217,University Of Massachusettes,41.7004168,-71.1568272,University Of Massachusettes,41.7004168,-71.1568272,1971,JESP
219,Northwestern University,42.0564594,-87.675267,Northwestern University,42.0564594,-87.675267,1971,JESP
222,University Of Wisconsin,43.076592,-89.4124875,University Of Wisconsin,43.076592,-89.4124875,1971,JESP
223,Purdue University,40.4237054,-86.9211946,Purdue University,40.4237054,-86.9211946,1971,JESP
224,University Of Pennsylvania,39.9522188,-75.1932137,University Of Pennsylvania,39.9522188,-75.1932137,1971,JESP
225,Yale University,41.3163244,-72.9223431,Yale University,41.3163244,-72.9223431,1971,JESP
227,University Of Illinois At Chicago Circle,41.8719123,-87.6479535,University Of Illinois At Chicago Circle,41.8719123,-87.6479535,1971,JESP
229,Purdue University,40.4237054,-86.9211946,Purdue University,40.4237054,-86.9211946,1971,JESP
230,University Of Wisconsin,43.076592,-89.4124875,University Of Wisconsin,43.076592,-89.4124875,1971,JESP
232,"Teachers College, Columbia University",40.80999,-73.9600535,"Teachers College, Columbia University",40.80999,-73.9600535,1971,JESP
235,Yale University,41.3163244,-72.9223431,Yale University,41.3163244,-72.9223431,1971,JESP
237,Michigan State University,42.701848,-84.4821719,Michigan State University,42.701848,-84.4821719,1971,JESP
238,University Of Texas At Austin,30.2849185,-97.7340567,University Of Texas At Austin,30.2849185,-97.7340567,1971,JESP
239,University Of South Carolina,33.996112,-81.0274276,University Of South Carolina,33.996112,-81.0274276,1971,JESP
240,Cornell University,42.4534492,-76.4735027,Cornell University,42.4534492,-76.4735027,1971,JESP
241,Smith College,42.3180957,-72.6372341,Smith College,42.3180957,-72.6372341,1971,JESP
242,University Of Michigan And Ann Arbor Veterans Administration Hospital,42.2780436,-83.7382241,University Of Michigan And Ann Arbor Veterans Administration Hospital,42.2780436,-83.7382241,1971,JESP
244,University of North Carolina ,35.9049122,-79.0469134,University of North Carolina ,35.9049122,-79.0469134,1971,JESP
245,University Of Pennsylvania,39.9522188,-75.1932137,University Of Pennsylvania,39.9522188,-75.1932137,1971,JESP
246,Kent State University,41.1490629,-81.3414649,Kent State University,41.1490629,-81.3414649,1971,JESP
